10080 23 3
0 0 0 0.161047 0.78274 0.978094 0.205392 0.871114 0.493341 0.661071 0.558279 0.0894993 0.607667 0.921116 0.78792 0.446238 0.89662 0.647747 0.473089 0.229573 0.293387 0.579823 0.181827 
0 0 1 0.296975 0.685934 0.462224 0.784881 0.656915 0.409556 0.620836 0.154872 0.13107 0.0555305 0.727114 0.535848 0.778313 0.305383 0.350496 0.917183 0.949489 0.316454 0.0208241 0.776146 
0 0 2 0.893909 -0.00255436 0.531575 0.329322 0.675477 0.16754 0.491108 0.688017 0.877219 0.00984462 0.615421 0.650177 0.351369 0.853443 0.073979 0.642511 0.296012 0.0206673 0.492008 0.769026 
0 1 0 0.137109 0.786798 0.958233 0.279189 0.873258 0.465223 0.620369 0.522447 0.066891 0.531964 0.934084 0.813891 0.476763 0.928597 0.668632 0.464425 0.230289 0.311798 0.609551 0.19239 
0 1 1 0.259453 0.701098 0.438551 0.761325 0.640329 0.435673 0.620269 0.14796 0.165413 0.0800773 0.758606 0.538347 0.767199 0.324052 0.383085 0.940642 0.957246 0.339609 0.0153081 0.771821 
0 1 2 0.904944 0.00152534 0.505761 0.293943 0.669409 0.203937 0.495063 0.597744 0.88095 0.0644206 0.604129 0.661856 0.343024 0.839185 0.0471863 0.658388 0.281829 0.04419 0.410833 0.742858 
0 2 0 0.171236 0.819772 0.998477 0.252887 0.844628 0.503268 0.646296 0.557921 0.0661597 0.559074 0.941124 0.811733 0.461374 0.882285 0.710111 0.442952 0.236265 0.309514 0.619756 0.196728 
0 2 1 0.285953 0.663059 0.440491 0.843747 0.621365 0.40361 0.61836 0.153972 0.16361 0.0321115 0.767767 0.535571 0.769099 0.291653 0.342269 0.903996 0.979597 0.294807 0.0345778 0.743133 
0 2 2 0.894493 0.0324747 0.505707 0.319199 0.686138 0.188896 0.4655 0.63432 0.898697 0.056582 0.643495 0.615775 0.349786 0.872539 0.0549462 0.659026 0.311002 -0.0111851 0.450758 0.753919 
0 3 0 0.164411 0.784064 0.992203 0.211457 0.880009 0.472526 0.648639 0.55015 0.0862488 0.583039 0.936021 0.781077 0.438995 0.911995 0.638662 0.442105 0.219461 0.30648 0.591297 0.193766 
